Station_Num,Station_Name,Daily_ppt_in,Multy_dat_ppt_in,Total_ppt_in,Total_Snow_in,# of Reports,Latitude,Longitude
 NC-MK-75,Matthews 0.9 SW,1.85,,1.85,0,24,35.113414,-80.724151
 NC-MK-78,Charlotte 12.6 WSW,14.57,17.92,32.49,0,105,35.101113,-81.020045
 NC-MK-87,Charlotte 7.4 WNW,9.48,,9.48,0,26,35.25052,-80.9475
 NC-MK-88,Charlotte 7.1 S,42.22,,42.22,0,323,35.095157,-80.831962
 NC-MK-92,Charlotte 3.9 WNW,54.53,,54.53,0,355,35.21841,-80.89898
 NC-MK-94,Charlotte 4.1 SE,39.75,,39.75,0,298,35.152125,-80.78645
 NC-MK-95,Davidson 0.4 SE,32.32,2.34,34.66,0,265,35.49434,-80.84195
 NC-MK-97,Cornelius 1.0 WNW,17.93,0,17.93,0,186,35.488659,-80.884551
 NC-MK-98,Paw Creek 1.2 N,17.23,0,17.23,0,127,35.29506,-80.93317
 NC-ML-1,Bakersville 5.4 N,58.01,0.98,58.99,12.9,354,36.092,-82.175
 NC-ML-2,Bakersville 2.5 SE,51.39,1.2,52.59,5.5,347,35.989,-82.128
 NC-ML-10,Spruce Pine 6.6 SW,66.43,4.95,71.38,0,127,35.83787,-82.137469
 NC-ML-11,Spruce Pine 3.7 ESE,60.36,4.54,64.9,0,352,35.88905,-82.012514
 NC-ML-14,Spruce Pine 4.5 WSW,55.24,0,55.24,0,347,35.900646,-82.147713
 NC-ML-15,Buladean 1.3 ESE,14.4,13.8,28.2,4.4,95,36.102227,-82.172619
 NC-MG-1,Star 1.0 N,53.95,,53.95,0,92,35.4146,-79.7846
 NC-MR-9,Whispering Pines 2.1 NE,47.74,0,47.74,0,344,35.27947,-79.35665
 NC-MR-16,Pinehurst 2.3 N,9.56,,9.56,0,25,35.21249928,-79.4545345
 NC-MR-40,Aberdeen 0.7 NW,46.62,0,46.62,0,340,35.147273,-79.428785
 NC-NS-2,Nashville 3.2 W,47.14,,47.14,0,356,35.970875,-78.010894
 NC-NS-16,Zebulon 5.5 ESE,10.18,0,10.18,0,87,35.79721346,-78.22686866
 NC-NS-21,Rocky Mount 9.2 SW,41.1,8.2,49.3,0,284,35.85316,-77.91277
 NC-NS-26,Nashville 0.3 NNW,1.5,,1.5,0,2,35.97153,-77.959482
 NC-NH-7,Wilmington 4.4 SSE,3.56,1.93,5.49,0,5,34.1527,-77.8842
 NC-NH-16,Wilmington 4.1 SE,49.19,,49.19,0,110,34.17471,-77.85612
 NC-NH-20,Wilmington 5.6 ENE,2,3,5,0,2,34.257067,-77.853395
 NC-NH-31,Bayshore 1.3 ENE,0.45,,0.45,0,2,34.2945843,-77.7665548
 NC-NH-35,Wilmington 2.3 SE,43.25,,43.25,0,71,34.18647385,-77.88514709
 NC-NH-45,Kure Beach 2.4 SSW,3.58,4.28,7.86,0,51,33.96278,-77.92556
 NC-NH-58,Wilmington 3.0 SE,34.14,4.58,38.72,0,240,34.18388367,-77.87084961
 NC-NH-66,Wilmington 3.7 S,47.06,1.18,48.24,0,353,34.15884,-77.92118
 NC-NH-68,Wilmington 7.3 NE,48.84,0.97,49.81,0,294,34.275786,-77.808867
 NC-NH-73,Carolina Beach 0.4 WSW,41.97,,41.97,0,272,34.036644,-77.901682
 NC-NH-76,Wilmington 7.7 S,4.36,6.28,10.64,0,73,34.1007,-77.9091
 NC-NH-77,Wilmington 10.0 NE,30.27,19.2,49.47,0,245,34.29448,-77.76665
 NC-NH-81,Wilmington 6.7 NE,41.19,3.99,45.18,0,234,34.266997,-77.813722
 NC-NH-82,Wilmington 2.8 SE,35.08,1.61,36.69,0,260,34.1787,-77.884
 NC-NH-83,Wilmington 7.3 NE,33.18,,33.18,0,154,34.29245,-77.8280174
 NC-NH-85,Masonboro 0.5 SSE,1.56,,1.56,0,3,34.16225,-77.863745
 NC-NR-2,Conway 0.3 W,45.65,0.58,46.23,0,303,36.43625,-77.23597
 NC-NR-6,Henrico 0.4 S,51.68,,51.68,0,86,36.526398,-77.827555
 NC-ON-4,Swansboro 3.3 NW,51.76,5.42,57.18,0,345,34.72642,-77.16724
 NC-ON-19,Jacksonville 1.0 NW,40.31,6.36,46.67,0,304,34.7738,-77.4185
 NC-ON-20,Hubert 4.9 SE,46.63,3.32,49.95,0,343,34.6681,-77.1785
 NC-ON-34,Richlands 2.8 NW,48.14,0.13,48.27,0,325,34.93043889,-77.58023056
 NC-ON-45,Sneads Ferry 2.1 SSE,44.35,1.5,45.85,0,353,34.52395248,-77.37075043
 NC-ON-58,Jacksonville 1.2 NE,43.1,,43.1,2,195,34.774875,-77.387283
 NC-ON-68,Jacksonville 6.8 NW,5.76,,5.76,0,8,34.84545517,-77.47245026
 NC-ON-70,Gurganus 0.5 N,45.05,,45.05,0,132,34.75784683,-77.65459442
 NC-ON-86,Swansboro 1.4 N,58.91,,58.91,0,356,34.710851,-77.129041
 NC-ON-95,Jacksonville 4.5 NW,35.38,,35.38,0,62,34.81628036,-77.45262146
 NC-ON-102,Jacksonville 2.2 SW,4.22,7.82,12.04,0,73,34.743356,-77.432845
 NC-ON-106,Sneads Ferry 3.3 SW,46.8,,46.8,0,354,34.51784,-77.4172
 NC-ON-110,Jacksonville 10.6 WSW,18.97,3.15,22.12,2,204,34.705692,-77.576426
 NC-ON-112,Jacksonville 7.1 SSW,8.03,0.96,8.99,0,23,34.677365,-77.471349
 NC-ON-113,Jacksonville 2.3 NNE,19.03,7.35,26.38,0,121,34.7947,-77.3869
 NC-ON-114,Swansboro 4.3 SW,30.17,1.17,31.34,0,205,34.64533,-77.18136
 NC-ON-122,Maysville 3.4 SSW,41.54,3.67,45.21,2,132,34.860376,-77.260614
 NC-ON-123,Jacksonville 3.3 W,41.37,1.88,43.25,2,295,34.761631,-77.461794
 NC-ON-126,Holly Ridge 4.9 ENE,44.15,,44.15,0,284,34.506954,-77.471675
 NC-ON-127,Jacksonville 4.9 W,2.89,,2.89,0,6,34.7511545,-77.48915
 NC-ON-128,Jacksonville 5.8 ESE,20.32,,20.32,0,49,34.740312,-77.305576
 NC-ON-129,Hubert 2.1 N,0,,0,0,1,34.74302,-77.2358
 NC-ON-130,Sneads Ferry 1.6 SSW,10.89,0,10.89,0,28,34.53116,-77.38703
 NC-OR-2,Efland 4.0 NNW,51.65,,51.65,0.4,356,36.138333,-79.180556
 NC-OR-6,Hillsborough 7.4 NW,49.81,,49.81,0,355,36.1515,-79.1908
 NC-OR-21,Chapel Hill 4.5 WSW,25.23,2.68,27.91,0,93,35.9023,-79.1147
 NC-OR-27,Hillsborough 1.8 S,49.32,1.02,50.34,0,351,36.045094,-79.101517
 NC-OR-30,Durham 7.5 NW,0.74,,0.74,0,1,36.053797,-79.01285
 NC-OR-34,Hillsborough 5.6 NNW,1.51,,1.51,0,8,36.147345,-79.135344
 NC-OR-38,Chapel Hill 4.3 WSW,44.57,3.41,47.98,0,334,35.911279,-79.11436
 NC-OR-39,Durham 7.2 WNW,50.1,,50.1,0,348,36.035913,-79.024597
 NC-OR-40,Chapel Hill 3.2 NNE,41.97,5.01,46.98,9,316,35.971378,-79.024581
 NC-OR-41,Hillsborough 1.5 NE,49.51,0.3,49.81,0,351,36.084995,-79.081492
 NC-OR-44,Hillsborough 5.6 NNW,50.55,,50.55,0,353,36.149173,-79.133016
 NC-OR-45,Chapel Hill 9.4 W,44.17,,44.17,0,355,35.908102,-79.20669
 NC-OR-46,Chapel Hill 1.8 NE,37.66,,37.66,0.1,264,35.945981,-79.018486
 NC-OR-48,Chapel Hill 4.7 SW,49.41,,49.41,0,133,35.87661,-79.09737
 NC-OR-51,Chapel Hill 2.5 N,46.66,,46.66,0,356,35.964391,-79.039699
 NC-OR-53,Chapel Hill 4.9 SSW,28.5,,28.5,0,139,35.8649,-79.0829
 NC-OR-54,Carrboro 0.2 WSW,16.66,1.27,17.93,0,48,35.914245,-79.087929
 NC-OR-55,Chapel Hill 2.0 NNE,10.58,,10.58,0,92,35.956667,-79.033333
 NC-PM-2,Oriental 2.1 WSW,38.36,,38.36,0,241,35.022647,-76.718177
 NC-PM-3,Merritt 1.5 WSW,25.96,,25.96,0,161,35.0924258,-76.7400729
 NC-PM-10,Oriental 4.3 NNW,50.81,,50.81,0,354,35.090532,-76.720234
 NC-PM-20,Grantsboro 4.6 SSW,53.67,,53.67,0,347,35.08031063,-76.88090332
 NC-PM-21,Lowland 0.2 SE,56.04,,56.04,0,356,35.2968509,-76.5612869
 NC-PM-26,Oriental 1.7 WSW,45.68,5.79,51.47,0,342,35.022605,-76.710877
 NC-PM-28,Bayboro 4.4 ENE,27.19,0.68,27.87,0,206,35.1589,-76.6927
 NC-PS-1,Elizabeth City 2.6 W,46.04,2.95,48.99,0,308,36.30151667,-76.2668
 NC-PS-22,Elizabeth City 3.5 NNW,52.27,1.76,54.03,0,317,36.33988,-76.251086
 NC-PS-27,Elizabeth City 5.1 SSE,45.89,1.41,47.3,0,137,36.22385,-76.20091
 NC-PS-29,Elizabeth City 1.8 SE,28.52,1.61,30.13,0,163,36.28133,-76.19496
 NC-PS-30,Elizabeth City 0.8 NW,14.82,,14.82,0,125,36.3032,-76.2334
 NC-PD-13,Castle Hayne 1.6 NNW,25.66,5.19,30.85,0,216,34.376792,-77.914445
 NC-PD-17,Hampstead 0.3 NW,58.44,,58.44,0,354,34.3708219,-77.7139119
 NC-PD-19,Surf City 0.8 E,18.3,,18.3,0,153,34.4254786,-77.5446796
 NC-PD-22,Burgaw 0.3 NE,56.45,,56.45,3,346,34.554,-77.9229
 NC-PD-26,Hampstead 2.3 ENE,53.62,,53.62,0,336,34.38,-77.67305556
 NC-PD-28,Topsail Beach 2.1 W,53.9,0.56,54.46,0,354,34.378783,-77.669907
 NC-PD-31,Hampstead 4.1 WNW,58.83,0.33,59.16,0,352,34.3866,-77.7785
 NC-PD-35,Surf City 2.8 WSW,30.12,,30.12,0,180,34.409267,-77.603966
 NC-PR-5,Hertford 5.2 SSE,46.67,,46.67,0,356,36.11580276,-76.43390656
 NC-PR-6,Hertford 7.8 SSE,29.21,,29.21,0,245,36.086669,-76.403255
 NC-PR-10,Hertford 6.9 SSE,41.58,3.76,45.34,0,315,36.095043,-76.41782
 NC-PR-12,Hertford 7.7 SSE,14.38,,14.38,0,48,36.08857177,-76.40317641
 NC-PR-13,Hertford 9.0 ESE,15.76,0.56,16.32,0,20,36.154654,-76.317914
 NC-PR-14,Hertford 11.4 E,47.82,1.76,49.58,0,321,36.175195,-76.270258
 NC-PR-15,Hertford 6.0 SSE,46.15,0.92,47.07,0,341,36.10837,-76.42121
 NC-PN-3,Roxboro 4.6 SE,15.67,17.84,33.51,0,165,36.358322,-78.917268
 NC-PN-5,Roxboro 4.1 N,19.01,0.52,19.53,0.2,129,36.4599911,-78.9935077
 NC-PN-11,Timberlake 8.1 NE,7.92,0.92,8.84,0,21,36.355283,-78.831403
 NC-PT-5,Winterville 4.3 ESE,41.97,1.64,43.61,0,115,35.502927,-77.328631
 NC-PT-7,Winterville 3.5 W,47.03,,47.03,0,356,35.5258,-77.4605
 NC-PT-8,Greenville 1.4 SE,42.05,,42.05,0,113,35.5857,-77.3553
 NC-PT-10,Fountain 0.1 NE,47.36,0.55,47.91,0,344,35.674598,-77.637674
 NC-PT-17,Greenville 4.6 W,36.19,,36.19,0,91,35.602401,-77.455678
 NC-PT-18,Greenville 7.1 SSE,3.55,0.58,4.13,0,54,35.507226,-77.321396
 NC-PT-19,Greenville 4.4 SSE,23.57,11.7,35.27,0,222,35.5395,-77.3466
 NC-PT-21,Greenville 4.3 SSE,39.71,4.67,44.38,0,292,35.5408,-77.35
 NC-PT-23,Winterville 2.5 NNW,22.46,13.15,35.61,0,144,35.56020355,-77.41963196
 NC-PT-35,Greenville 2.8 ESE,47.11,2.72,49.83,0,333,35.58953476,-77.3261261
 NC-PT-37,Ayden 3.7 S,38.03,7.82,45.85,0,292,35.41846848,-77.43183136
 NC-PT-40,Greenville 2.0 SE,39.8,7.38,47.18,0,336,35.578383,-77.349917
 NC-PT-47,Farmville 3.1 NW,38.2,9.56,47.76,0,291,35.62905,-77.62817
 NC-PT-55,Winterville 1.0 ENE,13.28,0.61,13.89,0,114,35.534348,-77.3819
 NC-PT-57,Greenville 5.7 NW,34.34,8.57,42.91,0,301,35.65190125,-77.45367432
 NC-PT-62,Greenville 2.8 WSW,0,,0,0,1,35.581039,-77.418335
 NC-PT-63,Winterville 2.8 WNW,43.38,6.8,50.18,0,308,35.550485,-77.439309
 NC-PT-67,Greenville 3.3 W,47.69,,47.69,0,119,35.590496,-77.432197
 NC-PT-73,Greenville 4.7 WNW,28.08,1.8,29.88,0,35,35.63614655,-77.44458771
 NC-PT-88,Greenville 5.0 SE,39.44,1.15,40.59,0,355,35.5489,-77.3111
 NC-PT-89,Greenville 2.2 WSW,62.2,,62.2,0,333,35.592275,-77.411546
 NC-PT-91,Winterville 2.6 ENE,43.57,,43.57,0,159,35.54816,-77.357675
 NC-PT-93,Greenville 7.3 SSE,44.72,0.16,44.88,0,287,35.49834,-77.33526
 NC-PT-94,Greenville 4.8 ESE,15.04,0.45,15.49,0,34,35.573649,-77.29597
 NC-PT-97,Greenville 4.9 SE,13.37,,13.37,0,79,35.55205,-77.31116
 NC-PK-1,Columbus 1.9 E,63.24,,63.24,0,356,35.251223,-82.171502
 NC-PK-5,Tryon 2.2 ESE,59.38,4.46,63.84,0,348,35.1968,-82.20293
 NC-PK-6,Saluda 0.5 N,62.86,8.5,71.36,0.8,320,35.24541,-82.34928
 NC-PK-8,Rutherfordton 9.5 S,57.79,0.46,58.25,0,355,35.22758,-81.976704
 NC-PK-25,Columbus 1.7 SSE,59.05,2.8,61.85,0,342,35.224717,-82.190807
 NC-PK-28,Mill Spring 0.5 W,17.26,0.9,18.16,0,39,35.297955,-82.172328
 NC-PK-30,Saluda 0.7 SW,49.46,16.43,65.89,0,242,35.23028,-82.3552
 NC-PK-34,Columbus 4.4 E,45.43,7.71,53.14,0,205,35.234697,-82.128081
 NC-PK-36,Tryon 3.5 ENE,4.26,1.47,5.73,0,17,35.220038,-82.178565
 NC-RN-13,Asheboro 10.9 S,38.13,10.72,48.85,0,282,35.5645049,-79.777743
 NC-RN-14,Franklinville 0.3 ENE,39.72,2.43,42.15,0,94,35.747186,-79.6862
 NC-RN-15,Asheboro 7.6 SW,2.17,4.05,6.22,0,3,35.639532,-79.905275
 NC-RN-16,Seagrove 6.0 ENE,24.16,7.77,31.93,0,155,35.56638889,-79.675
 NC-RN-22,Ramseur 1.5 WNW,21,13.26,34.26,0,53,35.739578,-79.677062
 NC-RN-23,Asheboro 1.3 SSE,19.43,,19.43,0.2,122,35.703544,-79.801582
 NC-RN-24,Asheboro 2.6 NNE,48.07,,48.07,0,104,35.756542,-79.799958
 NC-RN-35,Franklinville 2.9 N,48.57,,48.57,0,350,35.787093,-79.693516
 NC-RN-36,Seagrove 7.0 E,43.26,1.82,45.08,0,232,35.542285,-79.651927
 NC-RN-38,Asheboro 5.0 WSW,29.98,,29.98,0,234,35.699342,-79.89746
 NC-RC-1,Marston 2.3 SW,40.98,,40.98,0,82,34.9616,-79.6083
 NC-RC-8,Norman 0.4 SSE,47.32,,47.32,0,342,35.16433333,-79.7195
 NC-RC-12,Rockingham 1.2 WSW,33.08,4.66,37.74,0,169,34.933926,-79.782588
 NC-RC-13,Hamlet 0.6 S,22.38,0.9,23.28,0,162,34.880863,-79.709213
 NC-RB-7,Lumberton 2.6 ESE,42.39,3.47,45.86,0,302,34.620673,-78.971868
 NC-RB-17,Lumberton 8.6 SSE,49.27,,49.27,2,355,34.512735,-78.975122
 NC-RG-12,Eden 2.3 ENE,48.22,0.49,48.71,0,343,36.51657,-79.7035282
 NC-RG-17,Reidsville 3.0 ESE,6.23,,6.23,0,29,36.333077,-79.62251
 NC-RW-2,China Grove 4.4 W,43.87,1.24,45.11,0,353,35.563451,-80.658223
 NC-RW-15,Spencer 2.3 N,46.23,1.91,48.14,0,344,35.72795868,-80.43518829
 NC-RW-16,Faith 0.3 WNW,46.1,,46.1,0,356,35.589538,-80.465536
 NC-RW-17,Salisbury 3.4 NW,46.72,1.85,48.57,0,334,35.696149,-80.532192
 NC-RT-3,Ellenboro 3.1 SW,26.28,1.15,27.43,0,76,35.2926,-81.7913
 NC-RT-4,Bostic 1.9 ENE,0.23,,0.23,0,1,35.3684783,-81.80245727
 NC-RT-6,Chimney Rock 0.3 E,57.84,7.48,65.32,0,340,35.441842,-82.254283
 NC-RT-8,Union Mills 2.6 ENE,57.66,,57.66,0,342,35.5012619,-81.920747
 NC-RT-10,Rutherfordton 2.6 WSW,56.95,0.99,57.94,0,344,35.352842,-82.00522
 NC-RT-15,Ellenboro 3.6 N,56.36,,56.36,0,161,35.38016,-81.77105
 NC-SM-1,Clinton 5.8 SW,48.99,2.84,51.83,0,185,34.941149,-78.405799
 NC-SM-2,Dunn 7.1 SSE,46.37,,46.37,0,353,35.2149627,-78.5702045
 NC-SM-7,Dunn 5.2 SSE,32.95,,32.95,0,262,35.24707295,-78.56877185
 NC-SM-8,Clinton 1.5 NE,49.96,5.07,55.03,0,99,35.01718886,-78.31416115
 NC-SM-11,Harrells 0.7 SE,42.33,2.52,44.85,0,351,34.7238,-78.1905
 NC-SM-13,Roseboro 1.5 WSW,43.67,,43.67,0,321,34.941955,-78.534912
 NC-SM-16,Salemburg 2.5 N,21.21,0,21.21,0,70,35.0501327,-78.4972701
 NC-SM-19,Clinton 1.6 NW,0.5,,0.5,0,1,35.015423,-78.353958
 NC-SM-22,Roseboro 10.0 N,46.21,,46.21,0,356,35.098589,-78.50821
 NC-SM-23,Newton Grove 2.6 SSE,47.02,0.83,47.85,0,355,35.215605,-78.343165
 NC-SM-24,Harrells 0.7 SE,14.91,1.01,15.92,0,122,34.72298,-78.19274
 NC-SM-25,Clinton 4.5 SSE,9.84,7.6,17.44,0,104,34.944812,-78.290015
 NC-SC-2,Laurinburg 5.7 SSW,40.83,,40.83,0,339,34.691329,-79.516161
 NC-SC-7,Wagram 4.5 W,43.38,,43.38,0,112,34.892109,-79.444723
 NC-SC-9,Laurinburg 4.3 SSE,41.85,0,41.85,0,350,34.704712,-79.453671
 NC-SC-10,Wagram 5.7 W,26.96,0.9,27.86,0,211,34.903301,-79.465201
 NC-SC-11,Laurinburg 6.2 SSW,14.47,0.92,15.39,0,98,34.686653,-79.519676
 NC-SN-2,Stanfield 4.5 SSE,13.87,,13.87,0,73,35.1755,-80.3967
 NC-SN-6,Richfield 0.2 SSW,45.24,0.7,45.94,0,347,35.468295,-80.25775
 NC-SN-13,Oakboro 0.7 SW,32.07,0,32.07,0,347,35.21713,-80.334731
 NC-SN-14,Richfield 1.9 W,23.26,,23.26,0,180,35.47077,-80.29033
 NC-SK-2,Danbury 4.6 NNW,44.13,9.52,53.65,0,232,36.46511459,-80.25659943
 NC-SK-5,Walnut Cove 0.5 N,8.47,,8.47,0,42,36.30269855,-80.13978057
 NC-SK-10,Walnut Cove 1.5 ENE,34.08,,34.08,0,237,36.30664542,-80.11714339
 NC-SK-11,King 4.2 N,36.02,12.79,48.81,0,284,36.3387981,-80.3653077
 NC-SR-2,Dobson 2.3 SE,53.51,,53.51,0.3,356,36.366946,-80.692741
 NC-SR-4,Mount Airy 4.3 W,52.17,1.07,53.24,3.1,353,36.494052,-80.689644
 NC-SR-6,Ararat 4.7 SW,39.86,,39.86,0,74,36.346,-80.603
 NC-SR-12,Pilot Mountain 0.3 W,52.45,1.9,54.35,0,303,36.384661,-80.476946
 NC-SW-6,Wesser 1.7 SE,68.5,4.99,73.49,0.2,351,35.31833,-83.5645
 NC-TR-1,Brevard 1.2 NNW,86.79,0.56,87.35,0,346,35.2551,-82.7351
 NC-TR-8,Brevard 0.7 NNE,80.49,,80.49,0,355,35.2466,-82.7262
 NC-TR-16,Brevard 0.6 SSE,37.43,24.74,62.17,0,163,35.229338,-82.724997
 NC-TR-21,Brevard 0.7 SE,66.9,10.79,77.69,0,295,35.2311055,-82.7218157
 NC-TR-23,Pisgah Forest 2.5 N,11.11,59.07,70.18,0,61,35.291053,-82.695183
 NC-TR-24,Brevard 6.5 S,90.04,6.92,96.96,0,329,35.1442229,-82.731576
 NC-TR-26,Brevard 2.2 SSW,71.81,9.88,81.69,0,316,35.207387,-82.742831
 NC-TR-27,Cedar Mountain 1.9 E,83.17,8.23,91.4,0,347,35.148222,-82.609583
 NC-TR-29,Sapphire 4.6 SW,101.28,,101.28,0,355,35.059478,-83.008389
 NC-TR-30,Brevard 6.7 S,88.71,6.38,95.09,0,316,35.14097,-82.73639
 NC-UN-1,Monroe 2.4 N,46.55,,46.55,1,356,35.020746,-80.53429
 NC-UN-9,Waxhaw 4.0 NNE,42.99,0.39,43.38,1,303,34.978814,-80.716532
 NC-UN-10,Monroe 9.2 N,48.68,,48.68,0.5,356,35.1187,-80.51475
 NC-UN-17,Waxhaw 4.1 ENE,35.36,9.75,45.11,0,317,34.944722,-80.674722
 NC-UN-21,Waxhaw 7.3 SSE,45.61,,45.61,0,77,34.82609558,-80.69565582
 NC-UN-22,Monroe 7.2 SW,44.24,0.59,44.83,2,349,34.92194697,-80.64102776
 NC-UN-26,Waxhaw 2.6 NNW,33.13,,33.13,0,83,34.958122,-80.762374
 NC-UN-27,Weddington 1.9 WSW,49.64,2.08,51.72,0,329,35.024841,-80.771545
 NC-UN-28,Monroe 7.1 SW,33.3,2.74,36.04,2,227,34.91487122,-80.63103485
 NC-VN-3,Henderson 2.5 WSW,34.73,4.61,39.34,0,257,36.3136396,-78.4538112
 NC-VN-5,Henderson 2.5 NNE,47.66,0.72,48.38,0,350,36.3558,-78.3896
 NC-VN-6,Townsville 4.9 NE,43.08,0.44,43.52,0,333,36.54166232,-78.35692737
 NC-WK-2,Raleigh 1.5 SW,44.52,0.84,45.36,0,333,35.805725,-78.675888
 NC-WK-3,Raleigh 6.2 E,42.35,,42.35,0,327,35.814267,-78.547817
 NC-WK-4,Apex 3.4 ESE,49.27,1.07,50.34,0,334,35.71335,-78.7854
 NC-WK-6,Holly Springs 1.1 ESE,52.16,,52.16,0,355,35.64888,-78.81709
 NC-WK-13,Raleigh 5.9 ENE,49.14,,49.14,0,356,35.862421,-78.566454
 NC-WK-20,Holly Springs 6.0 ENE,49.65,0.99,50.64,0,352,35.681989,-78.734861
 NC-WK-22,Apex 6.1 ESE,51.57,,51.57,0,355,35.6918,-78.7443
 NC-WK-23,Raleigh 3.3 ENE,40.63,5.49,46.12,0,104,35.831677,-78.601459
 NC-WK-27,Raleigh 5.7 ENE,44.27,,44.27,0,356,35.838056,-78.559722
 NC-WK-33,Zebulon 0.6 W,19.24,16.59,35.83,0,147,35.8255,-78.3297
 NC-WK-34,Apex 3.5 W,52.02,5.35,57.37,0,312,35.7331,-78.9073
 NC-WK-44,Clayton 3.3 NW,40.81,4.72,45.53,0,315,35.682293,-78.499136
 NC-WK-48,Knightdale 1.9 WSW,8.83,7.43,16.26,0,43,35.7779,-78.5161
 NC-WK-56,Garner 3.8 SSE,36.4,10.89,47.29,0,300,35.6428,-78.6042
 NC-WK-59,Raleigh 3.3 E,34.76,,34.76,0,85,35.820419,-78.600516
 NC-WK-61,Raleigh 8.4 N,49.19,,49.19,0,356,35.9425,-78.6812
 NC-WK-65,Holly Springs 3.6 SSE,46.6,1.13,47.73,0,353,35.604149,-78.818929
 NC-WK-79,Cary 1.1 W,42.63,5.13,47.76,0,311,35.7827,-78.819163
 NC-WK-81,Apex 3.0 NNW,9.65,,9.65,0,13,35.76686482,-78.86069879
 NC-WK-84,Apex 5.5 SW,44.67,,44.67,0,350,35.66919,-78.91351
 NC-WK-88,Raleigh 3.6 NNW,45.45,,45.45,0,96,35.873014,-78.672907
 NC-WK-90,Raleigh 3.8 SSW,45.68,,45.68,0,352,35.77,-78.68
 NC-WK-105,Cary 2.7 S,36.61,2.23,38.84,0,344,35.744152,-78.806075
 NC-WK-106,Cary 0.5 NW,41.41,4.83,46.24,0,323,35.796525,-78.787353
 NC-WK-115,Raleigh 2.7 NNE,37.91,6.37,44.28,0,324,35.856224,-78.635964
 NC-WK-118,Raleigh 3.7 NNW,0.47,,0.47,0,1,35.87075424,-78.68550873
 NC-WK-119,Raleigh 5.5 WSW,46.44,,46.44,0,352,35.80356979,-78.75443268
 NC-WK-131,Wake Forest 4.7 NW,46.98,6.47,53.45,0,298,36.01764297,-78.58170319
 NC-WK-133,Wake Forest 7.5 ESE,32.25,,32.25,0,174,35.92116547,-78.40228271
 NC-WK-138,Knightdale 1.4 SW,42.1,1.38,43.48,0,214,35.7802887,-78.50537109
 NC-WK-141,Garner 3.8 W,37.43,12.44,49.87,0,274,35.684033,-78.693557
 NC-WK-149,Knightdale 4.7 SSE,44.86,,44.86,0,322,35.726918,-78.464817
 NC-WK-154,Cary 3.8 WSW,8.05,,8.05,0,5,35.769211,-78.863594
 NC-WK-165,Raleigh 4.4 SW,30.25,9.85,40.1,0,183,35.770954,-78.704919
 NC-WK-174,Raleigh 1.7 N,28.98,7.58,36.56,0,218,35.84654999,-78.66304016
 NC-WK-176,Cary 0.4 NNW,40.99,,40.99,0,309,35.789148,-78.802298
 NC-WK-181,Raleigh 3.2 WSW,43.08,1.88,44.96,0,336,35.81163,-78.71397
 NC-WK-182,Cary 2.8 ESE,42.81,2.06,44.87,0,331,35.76152,-78.757327
 NC-WK-185,Morrisville 1.5 SSW,7.23,0,7.23,0,235,35.814159,-78.845855
 NC-WK-188,Wake Forest 1.9 NNE,44.86,,44.86,0,351,35.9972,-78.513
 NC-WK-190,Raleigh 4.7 N,39.15,1.13,40.28,0,312,35.889705,-78.654685
 NC-WK-194,Apex 3.0 W,22.24,2.95,25.19,0,130,35.729194,-78.898048
 NC-WK-196,Raleigh 9.6 SSW,1.02,,1.02,0,1,35.69576,-78.73156
 NC-WK-197,Raleigh 7.0 NE,1.94,3.73,5.67,0,15,35.900693,-78.580529
 NC-WK-198,Cary 1.9 SE,44.63,6.26,50.89,0,329,35.76538849,-78.77250671
 NC-WK-199,Garner 1.6 SSE,48.25,,48.25,0,348,35.672875,-78.617372
 NC-WK-202,Wake Forest 2.4 N,35.97,12.16,48.13,0,287,36.004909,-78.513168
 NC-WK-203,Raleigh 3.6 NNE,49.1,,49.1,0.1,356,35.871259,-78.638678
 NC-WK-205,Wake Forest 1.8 SE,16.59,1.43,18.02,0,117,35.954349,-78.496715
 NC-WK-207,Raleigh 7.0 ESE,30.78,3.64,34.42,0,63,35.781183,-78.543962
 NC-WK-212,Cary 1.3 WNW,21.43,11.84,33.27,0,191,35.791759,-78.819966
 NC-WK-214,Holly Springs 3.3 E,40.38,8.91,49.29,0,290,35.655784,-78.777755
 NC-WK-215,Apex 2.0 WNW,31,,31,0,213,35.73180008,-78.87898254
 NC-WK-223,Garner 6.0 S,39.82,0.75,40.57,0,303,35.608912,-78.642529
 NC-WK-228,Holly Springs 2.7 W,37.49,,37.49,0,130,35.659265,-78.882762
 NC-WK-229,Raleigh 1.3 SSE,2.19,1.32,3.51,0,15,35.8051,-78.6481
 NC-WK-235,Raleigh 1.2 WNW,12.76,2.93,15.69,0,116,35.827667,-78.679333
 NC-WK-239,Morrisville 0.6 SW,1.23,,1.23,0,3,35.82563,-78.83956
 NC-WK-242,Raleigh 7.9 SSW,42.53,4.98,47.51,0,333,35.718607,-78.717989
 NC-WK-247,Apex 1.8 E,23.62,4.11,27.73,0,190,35.729496,-78.813766
 NC-WK-250,Rolesville 0.6 NE,46.49,,46.49,0,353,35.93331,-78.44825
 NC-WK-255,Gorman 7.2 SE,45.85,,45.85,0.1,356,35.977313,-78.708743
 NC-WK-261,Wendell 6.5 NW,19.85,,19.85,0,23,35.857164,-78.438945
